,publisher,review_type,review_date,title,content_rating,genre,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,review_score,year,country,imdb_plot,imdb_score,imdb_count,review_negative,review_neutral,review_positive,review_compound,consensus_negative,consensus_neutral,consensus_positive,consensus_compound,score
289786,"KBTV-NBC (Beaumont, TX)",Rotten,2003-04-22,It Runs in the Family,PG-13,Comedy,2003-04-25,2016-11-18,109.0,MGM/UA,Rotten,29.0,99.0,Rotten,28.0,5800.0,42.0,2003,USA,"It is now summer in the Parker family and the usual number of events is happening in their separate lives. Ralphie is searching for the perfect top to use to beat the school bully, the Old ...",56.0,1413.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,40.13
289932,Film Blather,Rotten,2006-09-09,The Italian,PG-13,Art House & International,2007-01-19,2012-05-15,97.0,Sony Pictures Classics,Fresh,91.0,93.0,Fresh,70.0,26786.0,50.0,2007,USA,An immigrant leaves his sweetheart in Italy to find a better life across the sea in the grimy slums of New York. They are eventually reunited and marry. But life in New York is hard and ...,66.0,293.0,0.088,0.912,0.0,-0.4404,0.0,0.932,0.068,0.3612,75.2
290275,JoBlo's Movie Network,Rotten,2010-09-13,It's Kind of a Funny Story,PG-13,Comedy,2010-10-08,2014-02-12,100.0,Focus Features,Rotten,57.0,135.0,Fresh,66.0,34122.0,50.0,2010,USA,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,71.0,132502.0,0.139,0.729,0.132,-0.0493,0.0,0.607,0.393,0.9473,63.69
290379,honeycuttshollywood.com,Fresh,2012-07-13,It's a Disaster,R,Comedy,2013-04-12,2016-08-10,88.0,Oscilloscope Laboratories,Fresh,79.0,48.0,Fresh,60.0,9552.0,8.0,2013,USA,Four couples meet for Sunday brunch only to discover they are stuck in a house together as the world may be about to end.,64.0,10290.0,0.0,0.807,0.193,0.6444,0.105,0.741,0.154,0.0516,66.16
290415,Internet Reviews,Fresh,2000-01-01,It's a Wonderful Life,PG,Classics,1946-12-25,2016-11-30,129.0,Liberty Films,Fresh,94.0,82.0,Fresh,95.0,218883.0,100.0,1946,USA,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,86.0,388310.0,0.0,0.548,0.452,0.8672,0.0,0.607,0.393,0.875,92.09
290462,Slant Magazine,Rotten,2005-04-06,It's All Gone Pete Tong,R,Comedy,2004-01-01,2012-01-01,89.0,Matson Films,Fresh,76.0,71.0,Fresh,88.0,17246.0,50.0,2004,UK,A famous DJ in the Ibiza club scene finds the alcohol and drug-fueled party that is his life threatened by the progressive loss of his hearing.,73.0,19119.0,0.0,0.688,0.312,0.8225,0.0,0.844,0.156,0.5859,76.04
290514,Slant Magazine,Rotten,2014-06-10,Ivory Tower,PG-13,Documentary,2014-06-13,2016-07-01,90.0,Samuel Goldwyn Films,Fresh,83.0,52.0,Fresh,78.0,1339.0,62.5,2014,USA,"In the cutthroat environment of the computer industry, a young executive's passion, determination and integrity are put to the test.",48.0,109.0,0.0,0.782,0.218,0.6478,0.076,0.788,0.136,0.25,71.83
290586,Guardian,Fresh,2015-09-23,Ixcanul,NR,Art House & International,2016-08-19,2017-03-23,93.0,La Casa de Production,Fresh,97.0,37.0,Fresh,75.0,1218.0,80.0,2016,Guatemala,"On the slopes of an active volcano in Guatemala, a marriage is arranged for seventeen-year-old María by her Kaqchikel parents.",71.0,2618.0,0.0,0.656,0.344,0.836,0.0,0.891,0.109,0.4215,80.03
290609,Boxoffice Magazine,Rotten,2011-11-05,J. Edgar,R,Drama,1970-01-01,2014-02-02,137.0,Warner Bros. Pictures,Rotten,43.0,245.0,Rotten,44.0,40083.0,20.0,1970,USA,"J. Edgar Hoover, powerful head of the F.B.I. for nearly fifty years, looks back on his professional and personal life.",65.0,120851.0,0.576,0.424,0.0,-0.7003,0.228,0.772,0.0,-0.7579,52.59
290794,OK! Magazine,Rotten,2011-11-09,Jack and Jill,PG,Comedy,2011-11-11,2014-02-25,90.0,Sony Pictures,Rotten,3.0,116.0,Rotten,36.0,68735.0,62.5,2011,USA,"Family guy Jack Sadelstein prepares for the annual event he dreads: the Thanksgiving visit of his fraternal twin sister, the needy and passive-aggressive Jill, who then refuses to leave.",33.0,76576.0,0.162,0.631,0.207,0.223,0.0,0.805,0.195,0.5574,24.67
290892,FEARnet,Fresh,2008-01-28,Jack Brooks: Monster Slayer,R,Action & Adventure,2007-10-09,2017-03-27,85.0,Anchor Bay Entertainment,Fresh,61.0,33.0,Rotten,51.0,2582.0,80.0,2007,Canada,A troubled young man still mourning the childhood loss of his family now has to deal with his professor being turned into a monster.,59.0,5965.0,0.152,0.581,0.267,0.3291,0.157,0.652,0.191,0.0258,57.62
290912,Eye for Film,Rotten,2010-02-12,Jack Goes Boating,R,Comedy,2010-09-17,2016-11-30,90.0,Fox Searchlight,Fresh,68.0,109.0,Rotten,48.0,4033.0,40.0,2010,USA,"A limo driver's blind date sparks a tale of love, betrayal, friendship, and grace centered around two working-class New York City couples.",64.0,7959.0,0.0,1.0,0.0,0.0,0.087,0.913,0.0,-0.2272,60.98
290992,Total Film,Fresh,2012-12-09,Jack Reacher,PG-13,Drama,2012-12-21,2014-12-31,130.0,Paramount Pictures,Fresh,64.0,181.0,Fresh,67.0,116044.0,80.0,2012,USA,A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.,70.0,301986.0,0.0,0.549,0.451,0.7506,0.207,0.71,0.083,-0.4767,66.11
291136,Student Edge,Fresh,2016-10-19,Jack Reacher: Never Go Back,PG-13,Action & Adventure,1970-01-01,2017-01-17,113.0,Paramount Pictures,Rotten,37.0,238.0,Rotten,42.0,31755.0,60.0,1970,China,Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name while on the run as a fugitive from the law.,61.0,134242.0,0.0,1.0,0.0,0.0,0.121,0.808,0.071,-0.25,48.02
291316,Time Out,Rotten,2014-01-14,Jack Ryan: Shadow Recruit,PG-13,Action & Adventure,2014-01-17,2015-12-31,105.0,Paramount Pictures,Rotten,54.0,185.0,Rotten,53.0,64773.0,60.0,2014,USA,"Jack Ryan, as a young covert C.I.A. analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",62.0,120924.0,0.158,0.842,0.0,-0.5152,0.0,1.0,0.0,0.0,56.59
291457,EmanuelLevy.Com,Rotten,2013-02-26,Jack the Giant Slayer,PG-13,Action & Adventure,2013-03-01,2015-12-12,113.0,Warner Bros.,Rotten,52.0,207.0,Rotten,55.0,92534.0,57.99999999999999,2013,UK,"The ancient war between humans and a race of giants is reignited when Jack, a young farmhand fighting for a kingdom and the love of a princess, opens a gateway between the two worlds.",62.0,129795.0,0.078,0.712,0.21,0.4019,0.115,0.661,0.224,0.2023,56.69
291621,Chicago Sun-Times,Rotten,2000-01-01,The Jackal,R,Action & Adventure,1997-11-14,2016-04-19,124.0,Universal Pictures,Rotten,23.0,30.0,Rotten,52.0,64881.0,37.5,1997,USA,"An imprisoned I.R.A. fighter is freed to help stop a brutal, seemingly ""faceless"" assassin from completing his next job.",64.0,104727.0,0.202,0.521,0.277,0.3535,0.11,0.591,0.3,0.5423,48.11
291629,Film Threat,Rotten,2005-01-25,The Jacket,R,Drama,2005-03-04,2010-12-01,102.0,Warner Independent,Rotten,44.0,163.0,Fresh,73.0,78976.0,50.0,2005,Germany,"A Gulf war veteran is wrongly sent to a mental institution for insane criminals, where he becomes the object of a doctor's experiments, and his life is completely affected by them.",71.0,107314.0,0.107,0.82,0.074,-0.25,0.0,1.0,0.0,0.0,61.76
291751,HeyUGuys,Fresh,2016-09-07,Jackie,R,Drama,2016-12-02,2017-02-21,99.0,Fox Searchlight Pictures,Fresh,87.0,348.0,Fresh,60.0,28395.0,80.0,2016,USA,Following the assassination of President,67.0,71514.0,0.0,0.675,0.325,0.8779,0.0,0.812,0.188,0.6249,73.96
292215,Dennis Schwartz Movie Reviews,Fresh,2000-01-01,Jackie Brown,R,Action & Adventure,1997-12-25,2015-12-17,155.0,Miramax Films,Fresh,87.0,84.0,Fresh,85.0,215362.0,75.0,1997,USA,A middle-aged woman finds herself in the middle of a huge conflict that will either make her a profit or cost her life.,75.0,309422.0,0.429,0.571,0.0,-0.8402,0.079,0.721,0.199,0.5413,81.24
292272,Chicago Sun-Times,Fresh,2000-01-01,Jacob's Ladder,R,Drama,1990-11-02,2016-09-06,113.0,Tri Star,Fresh,73.0,66.0,Fresh,84.0,53062.0,87.5,1990,USA,"Mourning his dead child, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of death.",75.0,96738.0,0.051,0.666,0.283,0.8537,0.0,1.0,0.0,0.0,59.36
292366,Chicago Sun-Times,Rotten,2000-01-01,Jade,R,Action & Adventure,1995-10-13,2016-08-10,95.0,Paramount,Rotten,14.0,29.0,Rotten,27.0,7205.0,50.0,1995,USA,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",53.0,11220.0,0.202,0.798,0.0,-0.4215,0.256,0.622,0.123,-0.5927,33.96
292376,ReelViews,Fresh,2000-01-01,Jagged Edge,R,Drama,1985-10-04,2014-01-02,108.0,Columbia Pictures,Fresh,81.0,31.0,Rotten,58.0,5536.0,75.0,1985,USA,A wealthy woman is murdered in her beach house. The husband is allegedly knocked out first. He inherits all. He has a female ex criminal prosecutor represent him in court.,65.0,12894.0,0.0,0.691,0.309,0.7717,0.0,0.875,0.125,0.4588,67.01
292388,Nitrate Online,Fresh,2000-01-01,Jakob the Liar,PG-13,Comedy,1999-09-24,2012-04-16,114.0,TriStar Pictures,Rotten,29.0,72.0,Fresh,63.0,17751.0,50.0,1999,France,"During World War II, an ordinary inhabitant of a ghetto fakes news about Allied offensives to inspire hope for other victims of the Nazi regime.",66.0,14853.0,0.0,0.893,0.107,0.4588,0.138,0.862,0.0,-0.1531,52.22
292408,Internet Reviews,Fresh,2000-01-01,James and the Giant Peach,PG,Animation,1996-04-12,2015-12-13,80.0,Buena Vista Pictures,Fresh,91.0,74.0,Fresh,66.0,257050.0,75.0,1996,UK,"An orphan who lives with his two cruel aunts befriends anthropomorphic bugs who live inside a giant peach, and they embark on a journey to New York City.",67.0,58982.0,0.0,1.0,0.0,0.0,0.0,0.696,0.304,0.7184,74.79
292443,Guardian,Fresh,2015-01-24,James White,R,Drama,2015-11-13,2016-03-22,86.0,The Film Arcade,Fresh,92.0,75.0,Fresh,70.0,4701.0,80.0,2015,USA,"James, a twenty-something New Yorker, struggles to take control of his self-destructive behavior in the face of momentous family challenges.",71.0,5816.0,0.217,0.71,0.072,-0.8604,0.0,1.0,0.0,0.0,77.38
292492,EmanuelLevy.Com,Fresh,2011-03-05,Jane Eyre,PG-13,Drama,2011-03-11,2014-02-12,118.0,Focus Features,Fresh,84.0,167.0,Fresh,76.0,33318.0,67.0,2011,USA,A meek governess and her mysterious employer strike up a romantic relationship.,43.0,329.0,0.069,0.726,0.205,0.6486,0.135,0.585,0.281,0.7184,74.68
292996,Little White Lies,Rotten,2016-01-05,Jane Got a Gun,R,Action & Adventure,2016-01-29,2017-01-11,98.0,Relativity Media,Rotten,43.0,80.0,Rotten,37.0,14058.0,20.0,2016,USA,A woman asks her ex-lover for help in order to save her outlaw husband from a gang out to kill him.,59.0,20477.0,0.07,0.85,0.079,0.0772,0.094,0.824,0.082,-0.0772,48.0
293057,Sunday Times (Australia),Fresh,2003-09-22,Japanese Story,R,Drama,2003-12-31,2017-05-04,105.0,Samuel Goldwyn Films,Fresh,68.0,92.0,Fresh,69.0,5388.0,70.0,2003,Australia,"Against the background of an Australian desert, Sandy, a geologist, and Hiromitsu, a Japanese businessman, play out a story of human inconsequence in the face of the blistering universe. ...",67.0,6212.0,0.0,0.667,0.333,0.5423,0.0,0.671,0.329,0.5994,67.29
293117,Epoch Times,Rotten,2016-07-26,Jason Bourne,PG-13,Action & Adventure,2016-07-29,2017-02-04,123.0,Universal,Rotten,54.0,322.0,Rotten,55.0,56879.0,60.0,2016,USA,The CIA's most dangerous former operative is drawn out of hiding to uncover more explosive truths about his past.,66.0,203948.0,0.048,0.738,0.214,0.7579,0.0,0.805,0.195,0.743,58.55
293349,TheFilmFile.com,Rotten,2002-04-19,Jason X,R,Horror,2002-04-26,2012-02-08,92.0,New Line Cinema,Rotten,20.0,107.0,Rotten,25.0,71559.0,37.5,2002,Canada,"Jason Voorhees returns with a new look, a new machete, and his same murderous attitude as he is awakened on a spaceship in the 25th century.",44.0,49404.0,0.162,0.838,0.0,-0.4404,0.161,0.839,0.0,-0.3612,31.19
293436,Chicago Sun-Times,Fresh,2000-01-01,Jason's Lyric,R,Drama,1994-09-28,2016-11-30,119.0,PolyGram Video,Fresh,61.0,23.0,Fresh,91.0,9143.0,75.0,1994,USA,"Two brothers, survivors of family tragedy, take different life paths: one falls for a high-spirited waitress and dreams of success, the other follows a life of petty crime. Their lives reconnect in shattering fashion.",66.0,3575.0,0.0,0.748,0.252,0.7506,0.327,0.571,0.102,-0.6705,71.38
293438,The Playlist,Rotten,2014-05-22,Jauja,NR,Comedy,2015-03-20,2016-08-10,108.0,Cinema Guild,Fresh,88.0,68.0,Rotten,50.0,2025.0,57.99999999999999,2015,Argentina,A father and daughter journey from Denmark to an unknown desert that exists in a realm beyond the confines of civilization.,64.0,3750.0,0.0,1.0,0.0,0.0,0.081,0.772,0.147,0.4019,69.07
293482,Scott Renshaw's Screening Room,Rotten,2000-01-01,Jawbreaker,R,Comedy,1999-02-19,2012-04-16,87.0,Columbia TriStar,Rotten,11.0,62.0,Rotten,55.0,56607.0,50.0,1999,USA,Three of the most popular girls at Reagan High accidentally kill the prom queen with a jawbreaker when a kidnapping goes horribly wrong.,57.0,23752.0,0.0,1.0,0.0,0.0,0.181,0.603,0.216,0.1027,40.63
293517,Movie Metropolis,Fresh,2000-01-01,Jaws,PG,Action & Adventure,1975-06-01,2015-07-22,124.0,Universal Pictures,Fresh,98.0,88.0,Fresh,90.0,944601.0,100.0,1975,USA,"When a killer shark unleashes chaos on a beach community, it's up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",80.0,535807.0,0.0,0.724,0.276,0.6369,0.105,0.557,0.337,0.7579,90.95
293567,Q Network Film Desk,Fresh,2001-05-12,Jaws 2,PG,Action & Adventure,1978-06-16,2014-02-12,117.0,MCA Universal Home Video,Rotten,58.0,31.0,Rotten,38.0,299707.0,75.0,1978,USA,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,58.0,69533.0,0.0,1.0,0.0,0.0,0.102,0.693,0.204,0.4215,52.29
293581,Chicago Sun-Times,Rotten,2000-01-01,Jaws: The Revenge,PG-13,Action & Adventure,1987-01-01,2015-09-11,89.0,Universal Pictures,Rotten,0.0,38.0,Rotten,15.0,88497.0,0.0,1987,USA,Chief Brody's widow believes that her family is deliberately being targeted by another shark in search of revenge.,30.0,40392.0,0.121,0.815,0.064,-0.3818,0.22,0.654,0.126,-0.25,16.32
293598,Movie Poop Shoot,Fresh,2001-07-05,Jay and Silent Bob Strike Back,R,Comedy,2001-08-24,2016-11-08,104.0,Dimension Films,Rotten,52.0,153.0,Fresh,75.0,304234.0,87.5,2001,USA,"The comic ""Bluntman and Chronic"" is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation, they set out to wreck the movie.",68.0,146997.0,0.0,0.749,0.251,0.6908,0.145,0.699,0.157,0.128,64.65
293676,CraveOnline,Fresh,2012-09-30,Jayne Mansfield's Car,R,Comedy,2013-09-13,2017-01-15,122.0,Anchor Bay Films,Rotten,35.0,37.0,Rotten,40.0,1579.0,70.0,2013,USA,"Alabama; 1969: The death of a clan's estranged wife and mother brings together two very different families. Do the scars of the past hide differences that will tear them apart, or expose truths that could lead to unexpected collisions?",63.0,2856.0,0.0,0.855,0.145,0.5267,0.0,0.837,0.163,0.5346,48.3
293701,JoBlo's Movie Network,Fresh,2001-08-15,Jeepers Creepers,R,Horror,2001-08-31,2016-10-01,89.0,MGM Pictures,Rotten,46.0,114.0,Rotten,48.0,392100.0,60.0,2001,USA,A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.,62.0,108760.0,0.0,0.851,0.149,0.4215,0.201,0.684,0.115,-0.25,52.76
293746,Blunt Review,Rotten,2003-08-26,Jeepers Creepers 2,R,Horror,2003-08-29,2017-02-02,104.0,MGM/UA,Rotten,24.0,127.0,Rotten,37.0,357088.0,25.0,2003,USA,"Set a few days after the original, a championship basketball team's bus is attacked by The Creeper, the winged, flesh-eating terror, on the last day of his 23-day feeding frenzy.",56.0,57297.0,0.072,0.824,0.104,0.1862,0.0,0.686,0.314,0.6709,40.35
293834,USA Today,Rotten,2000-01-01,Jeffrey,R,Comedy,1995-08-04,2019-05-28,92.0,Westchester Films,Fresh,68.0,28.0,Fresh,68.0,4571.0,50.0,1995,USA,"Jeffrey, a young gay man in New York, decides that sex is too much and decides to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth ...",68.0,5636.0,0.0,0.457,0.543,0.8176,0.071,0.67,0.259,0.7469,67.07
293848,Dread Central,Fresh,2009-09-11,Jennifer's Body,R,Comedy,2009-09-18,2015-11-25,101.0,20th Century Fox,Rotten,45.0,202.0,Rotten,34.0,359095.0,60.0,2009,USA,A newly possessed high school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?,52.0,112913.0,0.095,0.694,0.211,0.6131,0.237,0.475,0.288,0.1787,46.22
293995,Filmcritic.com,Fresh,2000-01-01,Jeremiah Johnson,PG,Action & Adventure,1972-05-12,2013-03-12,107.0,Warner Home Video,Fresh,95.0,20.0,Fresh,89.0,12904.0,70.0,1972,USA,A mountain man who wishes to live the life of a hermit becomes the unwilling object of a long vendetta by the Crow tribe and proves to be a match for their warriors in single combat on the early frontier.,76.0,27959.0,0.085,0.735,0.18,0.4005,0.0,0.732,0.268,0.8271,82.53
294004,Toronto Star,Fresh,2009-04-10,Jerichow,NR,Art House & International,2008-09-01,2016-08-10,89.0,The Cinema Guild,Fresh,89.0,36.0,Rotten,58.0,16218.0,87.5,2008,Germany,"The dishonorably discharged Afghanistan veteran Thomas returns to his home village of Jerichow. Ali, a local Turkish-German businessman, owner of a snack-bar chain, hires him as a driver. ...",70.0,2149.0,0.0,1.0,0.0,0.0,0.242,0.758,0.0,-0.5859,72.13
294032,BBC.com,Rotten,2001-04-17,The Jerk,R,Comedy,1979-12-14,2012-06-15,93.0,Universal Pictures,Fresh,81.0,37.0,Fresh,84.0,56825.0,40.0,1979,USA,"A simpleminded, sheltered country boy suddenly decides to leave his family home to experience life in the big city, where his naivete is both his best friend and his worst enemy.",72.0,52104.0,0.167,0.721,0.113,-0.296,0.254,0.638,0.108,-0.5667,77.9
294044,Empire Magazine,Fresh,2014-06-16,Jersey Boys,R,Musical & Performing Arts,2014-06-20,2015-12-14,132.0,Warner Bros. Pictures,Rotten,51.0,220.0,Fresh,62.0,25505.0,60.0,2014,USA,The story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group,68.0,32397.0,0.0,0.86,0.14,0.2382,0.223,0.556,0.221,0.2375,60.1
294203,Slant Magazine,Rotten,2004-02-17,Jersey Girl,PG-13,Comedy,2004-03-26,2016-10-08,97.0,Mirimax Films,Rotten,42.0,177.0,Rotten,48.0,139045.0,37.5,2004,USA,Sal is a wealthy and triumphant yuppie who normaly would not do everything in order to get a woman. But this time it is something special and he is about to give up his position for his ...,61.0,1441.0,0.081,0.707,0.212,0.5994,0.0,0.51,0.49,0.765,52.26
294485,We Got This Covered,Fresh,2014-11-02,Jessabelle,PG-13,Drama,2014-11-07,2015-10-13,90.0,Lionsgate Films,Rotten,28.0,36.0,Rotten,30.0,13016.0,60.0,2014,USA,"Returning to her childhood home in Louisiana to recuperate from a horrific car accident, Jessabelle comes face to face with a long-tormented spirit that has been seeking her return -- and has no intention of letting her escape.",54.0,22140.0,0.339,0.661,0.0,-0.8271,0.0,0.907,0.093,0.2382,40.11
